"","Healthy_1W","Healthy_3W","Healthy_5W","Diabetic_1W","Diabetic_3W","Diabetic_5W","Trained_diabetic_1W","Trained_diabetic_3W","Trained_diabetic_5W","Trained_1W","Trained_3W","Trained_5W"
"95715_at",9.15866250824731,9.4443011218662,9.83342176205893,9.7880869687588,9.79270332391008,10.0794916022014,9.63746693899659,9.72761916265444,10.0297263701509,9.37817505784549,9.45938656386733,9.49237411109651
"160931_at",7.40407517396705,7.35373947547787,8.04718012924675,6.80770341421702,7.08827003819068,7.94946080513208,6.86258154427643,7.00287297413988,7.48505390571253,7.32114495356281,7.25905928367786,7.82969854283211
"97904_at",8.1636578193056,8.45708870745954,8.64325589563076,8.61834267335314,8.68264411441285,8.98539159323219,8.47620725055356,8.55924767915336,8.81659173860947,8.27757805855431,8.35084056252588,8.50589461238694
"98633_at",8.23524194816435,8.56599979512921,8.63850093204996,8.79241648854723,8.87433228697124,8.91524968045861,8.73860700533303,8.74781935764081,8.83026102253432,8.49781004895966,8.64457273006227,8.47694621147207
"104049_at",5.99743949269678,6.20356557355277,6.48944916904979,6.21420094206292,6.26626071281081,6.79237376735102,5.9183852853083,6.31649108180814,6.40951128787362,5.92918354905982,5.91863158114501,6.39674722836031
"93975_at",7.40089608699441,7.77490224674176,7.97483009513827,8.66713700745893,8.59105244398032,8.18675153514348,8.32993400764058,7.8949048519518,8.37795979125125,7.6221141214551,7.44543266507485,7.35636187026647
"98049_at",7.25677479425263,7.31018531179098,7.42956723121718,7.99970834429945,7.68459871414996,7.80727170938123,7.63273549705138,7.62303267142532,7.58722004777426,7.48465053827673,7.30785605968562,7.31295572702031
"98942_r_at",7.61546812394945,7.83864945632029,8.86816393707623,7.47316109882541,7.81188030161992,8.82835705712432,7.50271268966541,8.14307977719552,8.52857812196905,7.70342087034825,7.61378718349584,8.60061186056656
"96803_at",5.677667287318,6.12017775005929,6.7543881715615,6.52264413610415,6.3283354333667,7.09301098486279,6.23517996136975,6.54969245064207,7.02549045858207,6.24340667309355,6.19042217527955,6.70397222459777
"97107_at",5.45317364472025,5.52264260503481,6.06649177753144,4.81969645636709,5.04135865860386,5.37889463949126,5.28530887922513,5.06361511302898,5.40348580067703,5.51546537118064,5.55224079640789,5.99221544598235
"97471_at",7.17594427541705,7.35758514342064,7.6591197055281,6.96226604341138,7.27782641315661,7.99730698573766,6.89217629719604,7.30208578663244,7.58662930641784,7.066167803889,7.25503371797108,7.32254550261211
"160177_at",7.69037711987223,7.76853843839178,8.10941689180046,8.24072981466021,8.15724221877847,8.3974771686933,7.78456814306958,8.05775747318073,8.31508628163085,7.78458751478075,7.64833310848743,7.89285870959345
"95071_at",8.17844301229528,8.27430151607198,8.35121336330582,8.67958673529175,8.52033534941438,8.59205427147069,8.54529732649379,8.55274243471985,8.37241551601162,8.24108341606803,8.34215768883223,8.26616565470279
"96021_at",8.72611419532888,8.70492656801154,9.09684772499526,8.36378112509897,8.49850345162396,9.03433430552797,8.4588063594895,8.48161837618135,8.94587291825763,8.74279921120749,8.7204056439147,8.96399330264059
"98560_at",7.98687958272633,8.1008973959332,8.40357757317587,8.64992318321954,8.43818491969859,8.79142547805223,8.54441045340719,8.41174284531485,8.54799972896923,8.22786115138492,8.16014189041314,8.33162098048025
"97491_at",5.95271206194138,5.98530273955245,6.38228333477643,6.30508214875172,6.44049431094794,6.87959378786865,5.88501185838991,6.30739680085283,6.59024500341584,5.82863976098187,5.72485315552179,6.29104887432205
"99523_at",6.90040035865486,6.62276632952175,6.30208907355417,6.72201682232274,6.61064203412192,6.32487687427002,6.84597753096483,6.59524181743925,6.35910428545418,6.6530259195204,6.79929417039536,6.50002221014016
"96635_at",7.27113691273692,7.33187728438517,7.26664821537597,8.00555813983214,7.62425619503929,7.66214038892811,7.50825445475742,7.64843413610769,7.62283974662614,7.43073149891495,7.12323695899099,7.29901407750684
"162239_at",5.36830755156809,5.0370192568857,4.90072709154647,5.02463881284432,5.02590261279679,4.59111529890608,5.30749577525955,4.94480127726786,4.78337901209721,5.29788850801697,5.29421443597562,5.00695043202553
