"","Healthy_1W","Healthy_3W","Healthy_5W","Diabetic_1W","Diabetic_3W","Diabetic_5W","Trained_diabetic_1W","Trained_diabetic_3W","Trained_diabetic_5W","Trained_1W","Trained_3W","Trained_5W"
"100015_at",5.97193364589104,5.99562599317276,5.84212132675989,5.92042068961244,5.90669359898582,5.82346334995819,5.8167269580195,5.77896499947889,5.86763629593009,5.89823577370533,5.70800909898519,5.84537588868113
"100016_at",5.31474077809544,5.24826643609404,5.10516916365571,5.32431432006492,5.22949908123372,5.20505593243352,5.29626615895813,5.28302464827155,5.2339476643723,5.32223392704964,5.3320451678525,5.15207455118899
"100017_at",8.02818757995033,8.69008466463206,8.23890318005377,6.86446564930455,7.71380257802231,6.78400388589345,7.64580722445452,6.89354646072304,7.10065033788008,8.29666409948496,8.56092602737769,8.36654476014277
"100018_at",7.44196071191124,7.63389213468278,7.44395629293752,7.34455684543781,7.49908412761462,7.37712027753306,7.46769501635331,7.52477923669152,7.37332204795397,7.61990360948803,7.65021721842144,7.54614122325721
"100019_at",6.68596348620243,6.4671876420195,6.44057252963842,6.33916695415239,6.60810480899519,6.58956140881842,6.53016101029228,6.49091899484384,7.04540987362402,6.4785724588572,6.5250149761704,6.5742455519894
"100020_at",7.36950750822358,7.37079515983521,7.23285158954106,7.35862943897519,7.41831611172868,7.13405622802666,7.39401798030979,7.35963409514119,7.15778366353121,7.38819451064606,7.37449340468345,7.26680720547725
"100021_at",6.90555591925061,6.94747074209793,7.12985922349165,7.04152180497328,7.86723960237188,7.06727964283571,7.00422127632896,7.06606605190685,7.03073316480783,7.08666676569952,6.78926255378123,7.04360239346945
"100022_at",8.67429047879368,8.76190606905966,8.64573927334073,8.37207001705059,8.55389978828254,7.98474500602264,8.39178925177114,8.26341923150559,8.21671669885987,8.60809847246779,8.42603911279895,8.30993034420422
"100023_at",7.65144319135336,7.43063113907736,7.3349202351443,7.43807268163317,7.30229550181502,7.24165971672527,7.49273244975797,7.37474815318808,7.45389735685663,7.58296814404597,7.51312298821275,7.37842296191452
"100024_at",5.05265115876581,4.86809212944851,4.7039330050597,4.94246410056672,5.06414614827374,4.80859438164202,4.95483558313657,4.84187310752804,5.01007982531442,4.74333662202468,4.79305608908476,4.79422116470706
"100026_at",7.89675968403432,7.65873627256542,7.5842031571588,7.83645743620732,7.82815835579825,7.59869896962675,7.96761411959987,7.91719800526787,7.65680622779339,7.88508508353313,7.92345213635756,7.90600635468925
"100027_s_at",8.68221357303096,8.68847970082238,8.58286179078225,8.93596506825498,8.748637111625,8.42132218476593,8.79047847746939,8.7033247198375,8.54525748997223,8.7529042812682,8.66698390403815,8.63565179389202
"100028_r_at",7.60133352211033,7.47660566685618,7.54653844083428,7.52867600129019,7.54146860175572,7.29964130380906,7.54466477642328,7.46583986367142,7.52617186109231,7.64248176552332,7.7930355912273,7.63441719263892
